id,name,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
748900321811127006,"Contemporary luxurious home, fabulous location",130398035,Tamara Raji,"2017-05-15 00:00:00,000","England, United Kingdom","As a lifelong traveller with a love for exploring. I’m thrilled to be hosting you on Airbnb! Through all my journeys, I’ve come to appreciate the value of a warm, welcoming space—one that feels like a true home away from home. I’ve designed my space with comfort and style, I believe that every detail matters. Feel free to reach out with any questions, I’m here to help make your visit as special as possible! Looking forward to hosting you",within an hour,"1,0","0,9",0,3,5,"['email', 'phone']",1,1,Stoke Bishop,"51,47475","-2,63973",Entire home,Entire home/apt,8,"3,0",3 baths,"4,0","4,0","693,0",2,365,1,29,59,87,360,6,4,1,92,2,24,"16632,0","2023-12-15 00:00:00,000","2025-09-21 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","4,83",0,1,1,0,0,"0,28"
754350085240145488,Stylish Flat Overlooking the City,103087242,John Jake Frederick,"2016-11-09 00:00:00,000","London, United Kingdom","Hi,   My name is JJ.   I was born in London, UK. I love travelling and learning new things.  I've visited over 40 countries - still a few to go.  If I'm staying at your place: Hello. I'm pretty low maintenance. Just need check-in information and the Wifi password and I'm good to go.   If I'm hosting you: Welcome! Please message me if you need help or guidance with anything. Enjoy your stay.",within a few hours,"0,86","0,67",1,1,1,"['phone', 'work_email']",1,1,Ashley,"51,46388131245152","-2,58935594973754",Entire condo,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","111,0",2,29,1,20,50,80,80,11,7,0,80,8,42,"4662,0","2024-08-18 00:00:00,000","2025-07-27 00:00:00,000","5,0","5,0","4,82","4,73","5,0","4,91","5,0",0,1,1,0,0,"0,81"
767118308189776008,Clifton House - Single Studio (1),434218847,Your Apartment,"2021-12-01 00:00:00,000",,"At Your Apartment, we are passionate about creating unique living spaces that feel more like home than a hotel. As a family-run business, we've established ourselves as Bristol’s leading provider of serviced apartments and have now expanded into London.  Each apartment is thoughtfully designed by our in-house creative team. Offering a diverse collection of boutique-style serviced apartments, ranging from studios to 3-bedroom spaces.",within an hour,"0,98","0,98",0,66,67,"['email', 'phone']",1,1,Central,"51,46077","-2,60829",Entire rental unit,Entire home/apt,1,"1,0",1 bath,"1,0","1,0","99,0",1,365,1,27,57,87,362,9,6,0,94,6,36,"3564,0","2024-03-24 00:00:00,000","2025-07-12 00:00:00,000","4,11","4,56","4,56","4,44","4,11","4,78","3,89",1,30,30,0,0,"0,49"
768779342786933566,"Gloucester Rd 2 mins away - Fab, trendy house",191249657,Kate,"2018-05-23 00:00:00,000","Cobham, United Kingdom","We are a professional couple with children, enjoy holidays and exploring. We maintain our properties to a high standard and think they are lovely places to stay. Please get in touch with any questions.   Our places  Kent  https://www.airbnb.com/h/wisteria-cottage  https://www.airbnb.com/h/stmarks-flat  https://www.airbnb.com/h/sunlane-apartment  Bristol   https://www.airbnb.com/h/ellicottroad  https://www.airbnb.com/h/maplehousebristol",within an hour,"1,0","1,0",1,5,7,"['email', 'phone']",1,1,Bishopston & Ashley Down,"51,485985850065326","-2,5807990506291394",Entire home,Entire home/apt,6,"1,0",1 bath,"2,0","4,0","115,0",1,1125,1,6,24,41,270,179,58,4,44,60,255,"29325,0","2022-12-11 00:00:00,000","2025-09-07 00:00:00,000","4,84","4,88","4,89","4,89","4,93","4,8","4,82",1,2,2,0,0,"5,26"
793191831890981354,Double Bedroom near Temple Mead,7608601,Adem,"2013-07-20 00:00:00,000","Trabzon, Turkey","Hi, Im Adem i have been living in England since 1996, just moved back to my home town Trabzon 2014,  I have travelled to lots of different countries, My family from Trabzon , i recently opened Cafe Restaurant in Trabzon ( Sazz Cafe ) please be my guest",,"0,0","0,0",0,1,1,"['email', 'phone']",1,1,Brislington East,"51,45127","-2,53697",Entire home,Entire home/apt,6,"1,0",1 bath,"1,0","1,0","122,0",3,365,1,27,57,87,362,0,0,0,94,0,0,"0,0",,,nan,nan,nan,nan,nan,nan,nan,0,1,1,0,0,nan
833251000278976047,Bristol City Stays - Studio No.4,410588887,Louise,"2021-07-03 00:00:00,000","Cheltenham, United Kingdom","Welcome to Bristol City Stays!  We are an established property company specialising in affordable trendy  self catering accommodation in the heart of Bristol!   We have properties in fantastic locations including Cabot Circus, Clifton and Waterfront and more to come  If  it's business or leisure, we have 18 bespoke apartments suitable for any occasion!",within an hour,"0,81","1,0",0,17,17,"['email', 'phone']",1,1,Ashley,"51,46054","-2,58474",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","101,0",3,14,1,19,49,79,354,17,4,0,86,2,24,"2424,0","2023-03-05 00:00:00,000","2025-08-09 00:00:00,000","4,59","4,65","4,47","4,82","4,65","4,94","4,47",1,17,17,0,0,"0,54"
851278543498666071,Peaceful Family Retreat Near Gloucester Road,506233752,Robin,"2023-03-20 00:00:00,000",,"Hi! We are Robin and Marie-Christine, an Anglo/French couple; we fell in love with our house 40 years ago and have been here ever since - we hope you enjoy our place as much as we do whilst we are away back in France!",within an hour,"1,0","1,0",1,1,1,"['email', 'phone']",1,1,Bishopston & Ashley Down,"51,48426","-2,5895",Entire home,Entire home/apt,4,"2,0",2 baths,"2,0","2,0","108,0",2,1125,1,1,1,1,1,41,11,1,1,18,66,"7128,0","2023-05-20 00:00:00,000","2025-09-02 00:00:00,000","4,88","4,85","4,8","4,98","4,85","4,88","4,8",0,1,1,0,0,"1,43"
853566448520321278,Immaculate 3-Bed House in Bristol with fast wifi,439074505,Travelnest,"2022-01-05 00:00:00,000",,"Hello, we are the Travelnest Team and we offer more than 4000 properties worldwide.  From quaint cottages in the country to luxury villas by the sea, we have something for everyone!  When you book with Travelnest, we’ll make every effort to ensure you enjoy your stay.   Please get in touch with us if you have any questions about our properties and we’ll do our best to help.",within an hour,"0,93","0,99",0,1455,8774,"['email', 'phone']",0,1,Avonmouth & Lawrence Weston,"51,49769","-2,64663",Entire home,Entire home/apt,5,"1,0",1 bath,"3,0","4,0","193,0",1,1125,1,29,59,89,364,1,0,0,96,1,0,"0,0","2024-08-11 00:00:00,000","2024-08-11 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",1,3,3,0,0,"0,07"
858037908568741723,Designer House in Bristol - Hot Tub - Sleeps 10,152788806,Pass The Property,"2017-10-01 00:00:00,000","Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 High End Serviced Accommodation Management Company.  Thank you for choosing one of our lovely places to stay.  We are operational in 27 cities in the UK and manage , maximising our clients yields. Get in touch for more information.    Complete end to end management for 14%+VAT fixed fee nationwide.   Check us out on your favourite search engine",within an hour,"0,99","1,0",0,181,318,"['email', 'phone', 'work_email']",1,1,Hartcliffe & Withywood,"51,40875","-2,62155",Entire home,Entire home/apt,10,"2,5",2.5 baths,"4,0","7,0","283,0",2,365,1,28,58,88,276,19,6,3,95,5,36,"10188,0","2023-05-12 00:00:00,000","2025-09-21 00:00:00,000","4,21","4,26","4,32","4,79","4,53","4,0","4,11",1,19,19,0,0,"0,66"
862342461545136334,I'm a 3 bed & a great location!,28379179,Peter,"2015-02-26 00:00:00,000","Newcastle upon Tyne, United Kingdom",A keen traveller with an attention to detail. I love to visit new places and want my guests to always have a great experience.,within an hour,"0,95","0,99",0,13,17,"['email', 'phone']",1,1,Easton,"51,46036","-2,55642",Entire home,Entire home/apt,6,"1,0",1 bath,"3,0","3,0","126,0",2,28,1,24,49,55,324,16,7,0,58,7,42,"5292,0","2023-08-06 00:00:00,000","2025-08-22 00:00:00,000","4,25","4,44","4,31","4,69","4,56","4,13","4,31",1,1,1,0,0,"0,61"
863690553621074833,The Green Suite in Bristol City Centre,152788806,Pass The Property,"2017-10-01 00:00:00,000","Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 High End Serviced Accommodation Management Company.  Thank you for choosing one of our lovely places to stay.  We are operational in 27 cities in the UK and manage , maximising our clients yields. Get in touch for more information.    Complete end to end management for 14%+VAT fixed fee nationwide.   Check us out on your favourite search engine",within an hour,"0,99","1,0",0,181,318,"['email', 'phone', 'work_email']",1,1,Central,"51,46352683257715","-2,591137957847808",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"2,0","4,0","152,0",2,365,1,25,55,85,360,17,3,0,92,4,18,"2736,0","2023-04-28 00:00:00,000","2025-07-13 00:00:00,000","4,71","4,82","4,76","4,59","4,88","4,41","4,29",1,19,19,0,0,"0,58"
887592552555492738,Bristol Gem - Sleeps 24,152788806,Pass The Property,"2017-10-01 00:00:00,000","Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 High End Serviced Accommodation Management Company.  Thank you for choosing one of our lovely places to stay.  We are operational in 27 cities in the UK and manage , maximising our clients yields. Get in touch for more information.    Complete end to end management for 14%+VAT fixed fee nationwide.   Check us out on your favourite search engine",within an hour,"0,99","1,0",0,181,318,"['email', 'phone', 'work_email']",1,1,Eastville,"51,47346","-2,54836",Entire rental unit,Entire home/apt,16,"4,0",4 baths,"8,0","19,0","675,0",2,365,1,16,46,76,259,1,1,0,83,0,6,"4050,0","2025-07-30 00:00:00,000","2025-07-30 00:00:00,000","1,0","1,0","1,0","2,0","3,0","3,0","1,0",1,19,19,0,0,"0,51"
891254624685377760,Newly Decorated Stylish BS1 Apartment,172722778,Rochelle,"2018-02-10 00:00:00,000","England, United Kingdom","My name is Rochelle and I was born and bred in Bristol.  I love travelling, eating out and sight seeing.. I will always be contactable before/during and after your stay.  I have a great knowledge of all of Bristol and if you require any recommendations please do not hesitate to contact me . I look forward to sharing my apartment with you.",within an hour,"1,0","0,92",1,1,1,"['email', 'phone']",1,1,Central,"51,45618","-2,58723",Entire condo,Entire home/apt,4,"2,0",2 baths,"2,0","2,0","134,0",3,365,1,18,47,74,346,66,35,1,81,33,210,"28140,0","2023-06-15 00:00:00,000","2025-08-30 00:00:00,000","4,91","4,95","4,97","4,64","4,95","4,88","4,85",0,1,1,0,0,"2,37"
921488105488952157,Temple Wall-Free Parking by Prescott Apartments,154152507,Prescott Apartments,"2017-10-11 00:00:00,000",,"Prescott Apartments main aim is to provide travellers with the ""home away from home"" feeling they require. We take pride in our apartments and strive to constantly increase levels of guest satisfaction. Whether you're relocating to the city, after a quick get away or even working in the area. We aim to make your stay quick, easy and enjoyable.",within an hour,"1,0","0,94",0,38,61,"['email', 'phone']",1,1,Windmill Hill,"51,44368","-2,57896",Entire home,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","154,0",2,365,1,20,50,80,355,17,3,0,87,4,18,"2772,0","2023-07-02 00:00:00,000","2025-05-09 00:00:00,000","4,65","4,59","4,88","4,76","4,76","4,82","4,24",1,25,25,0,0,"0,62"
932443089968253825,Bristol City Stays - 2bed - no.3,410588887,Louise,"2021-07-03 00:00:00,000","Cheltenham, United Kingdom","Welcome to Bristol City Stays!  We are an established property company specialising in affordable trendy  self catering accommodation in the heart of Bristol!   We have properties in fantastic locations including Cabot Circus, Clifton and Waterfront and more to come  If  it's business or leisure, we have 18 bespoke apartments suitable for any occasion!",within an hour,"0,81","1,0",0,17,17,"['email', 'phone']",1,1,Ashley,"51,46010884706652","-2,585404289997988",Entire rental unit,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","151,0",3,14,1,20,48,75,346,39,15,1,80,25,90,"13590,0","2023-08-11 00:00:00,000","2025-08-31 00:00:00,000","4,54","4,67","4,44","4,62","4,67","4,82","4,56",1,17,17,0,0,"1,5"
990592736512162559,Bristol City Stays - 2Bed - no.9,410588887,Louise,"2021-07-03 00:00:00,000","Cheltenham, United Kingdom","Welcome to Bristol City Stays!  We are an established property company specialising in affordable trendy  self catering accommodation in the heart of Bristol!   We have properties in fantastic locations including Cabot Circus, Clifton and Waterfront and more to come  If  it's business or leisure, we have 18 bespoke apartments suitable for any occasion!",within an hour,"0,81","1,0",0,17,17,"['email', 'phone']",1,1,Ashley,"51,46001526114597","-2,585203300000003",Entire rental unit,Entire home/apt,4,"1,0",1 bath,"2,0","2,0","151,0",3,14,1,26,54,80,353,18,7,0,87,9,42,"6342,0","2023-11-26 00:00:00,000","2025-05-04 00:00:00,000","4,89","5,0","4,78","4,89","4,89","4,83","4,61",1,17,17,0,0,"0,8"
1004106436985210322,Enchanting Bristol Abode -Sleeps 6 with Balcony!,152788806,Pass The Property,"2017-10-01 00:00:00,000","Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 High End Serviced Accommodation Management Company.  Thank you for choosing one of our lovely places to stay.  We are operational in 27 cities in the UK and manage , maximising our clients yields. Get in touch for more information.    Complete end to end management for 14%+VAT fixed fee nationwide.   Check us out on your favourite search engine",within an hour,"0,99","1,0",0,181,318,"['email', 'phone', 'work_email']",1,1,Central,"51,45176","-2,58934",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"2,0","4,0","153,0",2,365,1,18,44,72,79,12,5,0,79,5,30,"4590,0","2023-12-03 00:00:00,000","2025-07-27 00:00:00,000","4,75","4,58","4,58","4,5","4,92","4,83","4,42",1,19,19,0,0,"0,54"
1005734439910301935,Single Studio - Private Parking,434218847,Your Apartment,"2021-12-01 00:00:00,000",,"At Your Apartment, we are passionate about creating unique living spaces that feel more like home than a hotel. As a family-run business, we've established ourselves as Bristol’s leading provider of serviced apartments and have now expanded into London.  Each apartment is thoughtfully designed by our in-house creative team. Offering a diverse collection of boutique-style serviced apartments, ranging from studios to 3-bedroom spaces.",within an hour,"0,98","0,98",0,66,67,"['email', 'phone']",1,1,Central,"51,46042","-2,60748",Entire serviced apartment,Entire home/apt,1,"1,0",1 bath,"1,0","1,0","103,0",1,365,1,26,56,86,361,42,22,0,93,29,132,"13596,0","2024-02-18 00:00:00,000","2025-07-21 00:00:00,000","4,4","4,45","4,45","4,76","4,69","4,86","4,14",1,30,30,0,0,"2,15"
1016751287490762485,Bristol City Stays - Studio 2,410588887,Louise,"2021-07-03 00:00:00,000","Cheltenham, United Kingdom","Welcome to Bristol City Stays!  We are an established property company specialising in affordable trendy  self catering accommodation in the heart of Bristol!   We have properties in fantastic locations including Cabot Circus, Clifton and Waterfront and more to come  If  it's business or leisure, we have 18 bespoke apartments suitable for any occasion!",within an hour,"0,81","1,0",0,17,17,"['email', 'phone']",1,1,Ashley,"51,46004199999999","-2,5852033",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","101,0",3,14,1,27,57,87,362,7,4,1,94,4,24,"2424,0","2023-11-25 00:00:00,000","2025-09-13 00:00:00,000","4,29","4,71","4,71","4,29","4,86","4,57","4,29",1,17,17,0,0,"0,31"
1023592770091582624,"Stylish 3-bed flat, indoor pool",14145746,Lorraine,"2014-04-11 00:00:00,000","London, United Kingdom","Nous sommes une famille anglo-irlandaise qui ont vécu à La Rochelle depuis 2003. Nous gérons l'hébergement de vacances à La Rochelle, une superbe ville pour les touristes et ceux qui cherchent à s'éloigner de l'agitation de la vie. Aujourd'hui nous passons plusieurs mois chaque année à Londres ou nous gérons aussi un appartement dans un emplacement idéal 20 minutes par métro du centre-ville et loué pour les locations à courte durée. En outre, nous sommes des musiciens et nous chantons, écrivons et jouons ensemble dans un groupe de folk moderne, The Portraits.  We are an Anglo-Irish family who have been living in La Rochelle since 2003. We manage holiday accommodation here, in a super town for tourists and those seeking to get away from the bustle of life. We also spend several months each year in London where we manage another apartment which we rent short term. In addition, we are musicians and we sing, write and play together in a band called The Portraits.",within a few hours,"1,0","0,71",1,7,10,"['email', 'phone']",1,1,Stoke Bishop,"51,47421833615882","-2,6357450587811293",Entire rental unit,Entire home/apt,5,"1,0",1 bath,"3,0","3,0","80,0",28,365,1,1,31,61,241,1,0,0,68,1,0,"0,0","2024-02-12 00:00:00,000","2024-02-12 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",0,1,1,0,0,"0,05"
1036057704883101743,The Rose Nobel - Studio Apt. in Central Bristol,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45559","-2,59308",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"0,0","1,0","165,0",1,365,1,0,0,0,20,5,2,0,0,4,12,"1980,0","2024-04-10 00:00:00,000","2025-03-17 00:00:00,000","4,8","4,8","5,0","5,0","5,0","5,0","4,6",1,32,32,0,0,"0,28"
1036072706505628745,The Gold Penny - Studio Apt. in Central Bristol,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45476","-2,59472",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"0,0","1,0","165,0",1,365,1,0,0,0,20,2,0,0,0,2,0,"0,0","2024-04-01 00:00:00,000","2024-04-10 00:00:00,000","5,0","5,0","5,0","5,0","4,5","4,5","4,5",1,32,32,0,0,"0,11"
1036077168276339318,The Sovereign Suite - 2 Bed Apt. Central Bristol,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45647","-2,59458",Entire rental unit,Entire home/apt,8,"1,0",1 bath,"2,0","4,0","330,0",1,365,1,0,0,0,20,19,6,0,0,15,36,"11880,0","2024-03-31 00:00:00,000","2025-08-03 00:00:00,000","4,84","4,89","5,0","4,89","4,89","4,95","4,74",1,32,32,0,0,"1,05"
1036083812247141549,Teller’s Secret Loft House - 2 Bed Central Bristol,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45451","-2,5932",Entire rental unit,Entire home/apt,8,"1,0",1 bath,"2,0","4,0","330,0",1,365,1,0,0,0,20,12,7,0,0,9,42,"13860,0","2024-05-05 00:00:00,000","2025-08-24 00:00:00,000","4,67","4,83","4,83","4,92","4,67","4,92","4,67",1,32,32,0,0,"0,71"
1036137325288350273,The Rose Nobel - Studio Apartment,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45582","-2,59483",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"0,0","1,0","311,0",1,365,1,0,0,0,20,1,0,0,0,1,0,"0,0","2024-04-03 00:00:00,000","2024-04-03 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",1,32,32,0,0,"0,06"
1036144100555200656,The Gold Penny - Studio Apt.,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45439","-2,59429",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"0,0","1,0","300,0",1,365,1,0,0,0,20,1,0,0,0,1,0,"0,0","2024-04-03 00:00:00,000","2024-04-03 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",1,32,32,0,0,"0,06"
1036146785148236206,The Sovereign Suite - 2 Bed Apt.,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45634","-2,59436",Entire rental unit,Entire home/apt,8,"1,0",1 bath,"2,0","4,0","600,0",1,365,1,0,0,0,20,5,1,0,0,4,6,"3600,0","2024-01-01 00:00:00,000","2025-02-02 00:00:00,000","5,0","4,8","5,0","5,0","4,8","5,0","5,0",1,32,32,0,0,"0,24"
1036150405603008624,Teller’s Secret Loft House,466884270,Mint Stays,"2022-06-30 00:00:00,000",,"We are a boutique holiday-let company based in the South West of England...Perfect for any occasion, we offer luxurious accommodation across Bath & Bristol...Our properties range from studio space for 2, all the way up to accommodation for 14 people...At Mint Stays we pride ourselves in always going above and beyond - nothing is too much trouble...Jon and the team look forward to having the opportunity to host you very soon!",within an hour,"0,6","1,0",0,54,54,"['email', 'phone', 'work_email']",1,1,Central,"51,45597","-2,5949",Entire rental unit,Entire home/apt,8,"1,0",1 bath,"2,0","4,0","600,0",1,365,1,0,0,0,20,3,2,0,0,1,12,"7200,0","2024-04-28 00:00:00,000","2025-02-02 00:00:00,000","4,67","4,67","4,67","4,67","4,33","4,67","4,33",1,32,32,0,0,"0,17"
1056293493850978627,Boutique 2 Bed Bristol Abode - Parking - Garden,152788806,Pass The Property,"2017-10-01 00:00:00,000","Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 High End Serviced Accommodation Management Company.  Thank you for choosing one of our lovely places to stay.  We are operational in 27 cities in the UK and manage , maximising our clients yields. Get in touch for more information.    Complete end to end management for 14%+VAT fixed fee nationwide.   Check us out on your favourite search engine",within an hour,"0,99","1,0",0,181,318,"['email', 'phone', 'work_email']",1,1,Eastville,"51,47505","-2,54746",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"2,0","4,0","124,0",3,365,1,20,50,80,268,7,5,1,87,2,30,"3720,0","2024-02-04 00:00:00,000","2025-09-07 00:00:00,000","4,29","4,57","4,43","4,86","4,71","4,14","4,0",1,19,19,0,0,"0,35"
1062356476027843260,"Central, stylish & spacious with garden",110843969,Stella,"2017-01-10 00:00:00,000","London, United Kingdom",Just as happy hiking up to the Base of the Towers on the W trail as I am reading the morning papers in the sunshine on the weekend.  My ideal holiday will always involve stumbling across the perfect riverside spot for a sundowner after a day spent exploring new streets and delicious food.,within a few hours,"1,0","0,15",0,1,1,"['email', 'phone']",1,1,Windmill Hill,"51,44357680520448","-2,582602500915528",Entire home,Entire home/apt,3,"1,0",1 bath,"2,0","2,0","156,0",2,365,1,26,56,86,263,5,1,0,93,4,6,"936,0","2024-04-28 00:00:00,000","2025-08-04 00:00:00,000","4,6","4,6","4,6","4,6","5,0","4,6","4,2",0,1,1,0,0,"0,29"
1066800035499950998,"5 mins from town w/ car space, long-stay preferred",75520551,Kyle,"2016-06-03 00:00:00,000","England, United Kingdom","Love travelling around as many places as possible but staying in the heart of the city in lovely apartments, not dingy hotel rooms.  Would love to share my cosy space with someone or a couple looking to stay in Bristol for a few weeks :)",within a few hours,"1,0","0,5",0,1,1,"['email', 'phone']",1,1,Lawrence Hill,"51,45634","-2,58033",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","61,0",3,90,1,0,6,7,222,4,0,0,14,4,0,"0,0","2024-02-08 00:00:00,000","2024-05-27 00:00:00,000","5,0","5,0","5,0","4,75","5,0","5,0","5,0",0,1,1,0,0,"0,2"
1080373949654367200,Luxe Apt with River View - Next to Harbour & Cafes,559434369,Nic And Emily,"2024-01-30 00:00:00,000",,"Nic and Emily Live in Santa Fe, New Mexico in the US. Nic is originally from the UK and we bought this flat to be closer to his family and have a base to spend time in the UK.  Emily is a native Santa Fean and both enjoy outdoor activities and are avid football enthusiasts - playing and watching!  We were Superhosts with our Santa Fe Airbnb, and we hope you enjoy staying at our flat as much as we do! We look forward to welcoming you to Bristol.",within an hour,"1,0","1,0",1,1,1,"['email', 'phone']",1,1,Hotwells & Harbourside,"51,44946","-2,60715",Entire rental unit,Entire home/apt,2,"1,0",1 bath,"1,0","1,0","116,0",2,365,1,7,21,34,120,103,60,2,38,63,255,"29580,0","2024-02-08 00:00:00,000","2025-09-02 00:00:00,000","4,92","4,95","4,9","4,86","4,86","4,97","4,81",1,1,1,0,0,"5,18"
1099962056596866564,Central 2 bed flat. Free parking (Off-street),36502975,Mark,"2015-06-23 00:00:00,000","London, United Kingdom","I am a happy Father of one who lives in London and works in the South West f England. I enjoy going to the pub, festivals and trips abroad.",within an hour,"1,0","0,97",0,4,10,"['email', 'phone', 'work_email']",1,1,Bishopston & Ashley Down,"51,4849","-2,58708",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"2,0","2,0","125,0",1,365,1,16,41,71,78,22,8,0,78,16,48,"6000,0","2024-03-10 00:00:00,000","2025-07-17 00:00:00,000","4,55","4,68","4,77","4,68","4,86","4,77","4,41",0,3,3,0,0,"1,17"
1101383262207755918,Stylish Sleek Central Bristol Abode- Sleeps 6,152788806,Pass The Property,"2017-10-01 00:00:00,000","Leeds, United Kingdom","We PASS THE PROPERTY are the UKs Number 1 High End Serviced Accommodation Management Company.  Thank you for choosing one of our lovely places to stay.  We are operational in 27 cities in the UK and manage , maximising our clients yields. Get in touch for more information.    Complete end to end management for 14%+VAT fixed fee nationwide.   Check us out on your favourite search engine",within an hour,"0,99","1,0",0,181,318,"['email', 'phone', 'work_email']",1,1,Central,"51,46288","-2,59046",Entire rental unit,Entire home/apt,6,"1,0",1 bath,"2,0","4,0","139,0",2,365,1,26,56,86,335,1,1,0,93,0,6,"834,0","2025-08-20 00:00:00,000","2025-08-20 00:00:00,000","5,0","5,0","5,0","5,0","5,0","5,0","5,0",1,19,19,0,0,"0,79"
